Year	Commodity	Volume	County	State	Product
2004		857		TX	Wood and wood-derived fuels (Kwh)
2005		852		TX	Wood and wood-derived fuels (Kwh)
2006		892		TX	Wood and wood-derived fuels (Kwh)
2007		914		TX	Wood and wood-derived fuels (Kwh)
2008		976		TX	Wood and wood-derived fuels (Kwh)
2009		649		TX	Wood and wood-derived fuels (Kwh)
2010		900		TX	Wood and wood-derived fuels (Kwh)
2011		928		TX	Wood and wood-derived fuels (Kwh)
2012		984		TX	Wood and wood-derived fuels (Kwh)
2013		993		TX	Wood and wood-derived fuels (Kwh)
2004		252		TX	Other biomass (Kwh)
2005		247		TX	Other biomass (Kwh)
2006		256		TX	Other biomass (Kwh)
2007		367		TX	Other biomass (Kwh)
2008		438		TX	Other biomass (Kwh)
2009		429		TX	Other biomass (Kwh)
2010		545		TX	Other biomass (Kwh)
2011		678		TX	Other biomass (Kwh)
2012		700		TX	Other biomass (Kwh)
2013		730		TX	Other biomass (Kwh)
2004		10904		TX	All Renewables (Kwh)
2005		13103		TX	All Renewables (Kwh)
2006		17447		TX	All Renewables (Kwh)
2007		23500		TX	All Renewables (Kwh)
2008		37731		TX	All Renewables (Kwh)
2009		44315		TX	All Renewables (Kwh)
2010		58116		TX	All Renewables (Kwh)
2011		66535		TX	All Renewables (Kwh)
2012		70301		TX	All Renewables (Kwh)
2013		77723		TX	All Renewables (Kwh)
2004		3089624	Atascosa County	TX	Coal (short tons)
2004		4339582	Freestone County	TX	Coal (short tons)
2004		4275227	Harrison County	TX	Coal (short tons)
2004		2580770	Hopkins County	TX	Coal (short tons)
2004		6456625	Leon County	TX	Coal (short tons)
2004		6105182	Milam County	TX	Coal (short tons)
2004		1470683	Panola County	TX	Coal (short tons)
2004		1944757	Robertson County	TX	Coal (short tons)
2004		5975453	Rusk County	TX	Coal (short tons)
2004		2778878	Titus County	TX	Coal (short tons)
2004		39818	Webb County	TX	Coal (short tons)
2005		3328840	Atascosa County	TX	Coal (short tons)
2005		2551615	Bastrop County	TX	Coal (short tons)
2005		4438449	Freestone County	TX	Coal (short tons)
2005		4602752	Harrison County	TX	Coal (short tons)
2005		2508860	Hopkins County	TX	Coal (short tons)
2005		6916386	Leon County	TX	Coal (short tons)
2005		3202356	Milam County	TX	Coal (short tons)
2005		1502979	Panola County	TX	Coal (short tons)
2005		2178792	Robertson County	TX	Coal (short tons)
2005		5983205	Rusk County	TX	Coal (short tons)
2005		2607152	Titus County	TX	Coal (short tons)
2006		3637167	Atascosa County	TX	Coal (short tons)
2006		6724731	Bastrop County	TX	Coal (short tons)
2006		4462066	Freestone County	TX	Coal (short tons)
2006		3972626	Harrison County	TX	Coal (short tons)
2006		2534549	Hopkins County	TX	Coal (short tons)
2006		6781523	Leon County	TX	Coal (short tons)
2006		1090377	Panola County	TX	Coal (short tons)
2006		1788496	Robertson County	TX	Coal (short tons)
2006		4843839	Rusk County	TX	Coal (short tons)
2006		2860434	Titus County	TX	Coal (short tons)
2007		3121114	Atascosa County	TX	Coal (short tons)
2007		4120619	Bastrop County	TX	Coal (short tons)
2007		3873359	Freestone County	TX	Coal (short tons)
2007		4153485	Harrison County	TX	Coal (short tons)
2007		2134207	Hopkins County	TX	Coal (short tons)
2007		6779166	Leon County	TX	Coal (short tons)
2007		2157359	Panola County	TX	Coal (short tons)
2007		1902877	Robertson County	TX	Coal (short tons)
2007		4108562	Rusk County	TX	Coal (short tons)
2007		3425360	Titus County	TX	Coal (short tons)
2008		3078762	Atascosa County	TX	Coal (short tons)
2008		3338979	Freestone County	TX	Coal (short tons)
2008		4054916	Harrison County	TX	Coal (short tons)
2008		1943419	Hopkins County	TX	Coal (short tons)
2008		3754012	Lee County	TX	Coal (short tons)
2008		6453799	Leon County	TX	Coal (short tons)
2008		1792031	Panola County	TX	Coal (short tons)
2008		2121961	Robertson County	TX	Coal (short tons)
2008		4655079	Rusk County	TX	Coal (short tons)
2008		2730260	Titus County	TX	Coal (short tons)
2009		3158885	Atascosa County	TX	Coal (short tons)
2009		3253584	Freestone County	TX	Coal (short tons)
2009		3845279	Harrison County	TX	Coal (short tons)
2009		1967617	Hopkins County	TX	Coal (short tons)
2009		4887765	Lee County	TX	Coal (short tons)
2009		5092532	Leon County	TX	Coal (short tons)
2009		875433	Limestone County	TX	Coal (short tons)
2009		904837	Panola County	TX	Coal (short tons)
2009		1724612	Robertson County	TX	Coal (short tons)
2009		4225852	Rusk County	TX	Coal (short tons)
2009		641252	Titus County	TX	Coal (short tons)
2010		3294198	Atascosa County	TX	Coal (short tons)
2010		2619451	Freestone County	TX	Coal (short tons)
2010		4568991	Harrison County	TX	Coal (short tons)
2010		1858244	Hopkins County	TX	Coal (short tons)
2010		5364236	Lee County	TX	Coal (short tons)
2010		4170923	Leon County	TX	Coal (short tons)
2010		6303847	Limestone County	TX	Coal (short tons)
2010		3082752	Panola County	TX	Coal (short tons)
2010		1869981	Robertson County	TX	Coal (short tons)
2010		2977556	Rusk County	TX	Coal (short tons)
2010		748921	Titus County	TX	Coal (short tons)
2011		3204153	Atascosa County	TX	Coal (short tons)
2011		1815582	Freestone County	TX	Coal (short tons)
2011		4041305	Harrison County	TX	Coal (short tons)
2011		1267357	Hopkins County	TX	Coal (short tons)
2011		7192404	Lee County	TX	Coal (short tons)
2011		4221546	Leon County	TX	Coal (short tons)
2011		8630793	Limestone County	TX	Coal (short tons)
2011		2537285	Panola County	TX	Coal (short tons)
2011		1826445	Robertson County	TX	Coal (short tons)
2011		3227650	Rusk County	TX	Coal (short tons)
2011		1584019	Titus County	TX	Coal (short tons)
2012		3308314	Atascosa County	TX	Coal (short tons)
2012		3005616	Freestone County	TX	Coal (short tons)
2012		4252226	Harrison County	TX	Coal (short tons)
2012		863143	Hopkins County	TX	Coal (short tons)
2012		7760301	Lee County	TX	Coal (short tons)
2012		4227779	Leon County	TX	Coal (short tons)
2012		8236336	Limestone County	TX	Coal (short tons)
2012		2385146	Panola County	TX	Coal (short tons)
2012		1357420	Robertson County	TX	Coal (short tons)
2012		3061443	Rusk County	TX	Coal (short tons)
2012		1413200	Titus County	TX	Coal (short tons)
2013		3172282	Atascosa County	TX	Coal (short tons)
2013		3232521	Freestone County	TX	Coal (short tons)
2013		3913377	Harrison County	TX	Coal (short tons)
2013		7189178	Lee County	TX	Coal (short tons)
2013		4978299	Leon County	TX	Coal (short tons)
2013		8769129	Limestone County	TX	Coal (short tons)
2013		2218998	Panola County	TX	Coal (short tons)
2013		1712679	Robertson County	TX	Coal (short tons)
2013		3431486	Rusk County	TX	Coal (short tons)
2013		1027817	Titus County	TX	Coal (short tons)
